num,fecha,clave_edo,estado,clave_mun,municipio,categoria,tipo 
1089,2016-10-16,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1090,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1091,2016-10-16,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1092,2016-10-16,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1093,2016-10-16,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1094,2016-10-16,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1095,2016-10-16,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1096,2016-10-16,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1097,2016-10-16,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1098,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1099,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1100,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1101,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1102,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1103,2016-10-16,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Material Rodante
1104,2016-10-17,30,Veracruz de Ignacio de la Llave,30105,Medellín,Vandalismo al Tren,Cierre de Angulares
1105,2016-10-17,08,Chihuahua,08045,Meoqui,Vandalismo al Tren,Cierre de Angulares
1106,2016-10-17,19,Nuevo León,19046,San Nicolás de los Garza,Robo a Vía,Componentes de Señales
1107,2016-10-17,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
1108,2016-10-17,10,Durango,10013,Mapimí,Vandalismo al Tren,Cierre de Angulares
1109,2016-10-17,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1110,2016-10-17,26,Sonora,26064,Trincheras,Vandalismo al Tren,Cierre de Angulares
1111,2016-10-17,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1112,2016-10-17,16,Michoacán de Ocampo,16102,Uruapan,Robo a Vía,Componentes de Vía
1113,2016-10-17,14,Jalisco,14097,Tlajomulco de Zúñiga,Vandalismo al Tren,Cierre de Angulares
1114,2016-10-17,19,Nuevo León,19039,Monterrey,Robo a Vía,Componentes de Señales
1115,2016-10-17,15,México,15096,Tequixquiac,Vandalismo al Tren,Cierre de Angulares
1116,2016-10-17,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1117,2016-10-17,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Cierre de Angulares
1118,2016-10-17,13,Hidalgo,13030,Ixmiquilpan,Vandalismo al Tren,Cierre de Angulares
1119,2016-10-17,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1120,2016-10-17,14,Jalisco,14121,Zapotiltic,Vandalismo al Tren,Cierre de Angulares
1121,2016-10-17,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1122,2016-10-17,22,Querétaro,22007,Ezequiel Montes,Vandalismo al Tren,Cierre de Angulares
1123,2016-10-17,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Cierre de Angulares
1124,2016-10-17,14,Jalisco,14098,Tlaquepaque,Vandalismo al Tren,Cierre de Angulares
1125,2016-10-17,14,Jalisco,14098,Tlaquepaque,Vandalismo al Tren,Cierre de Angulares
1126,2016-10-17,30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,Vandalismo al Tren,Cierre de Angulares
1127,2016-10-17,14,Jalisco,14108,Tuxpan,Vandalismo al Tren,Cierre de Angulares
1128,2016-10-17,22,Querétaro,22007,Ezequiel Montes,Vandalismo al Tren,Cierre de Angulares
1129,2016-10-17,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1130,2016-10-17,22,Querétaro,22005,Colón,Vandalismo al Tren,Cierre de Angulares
1131,2016-10-17,22,Querétaro,22007,Ezequiel Montes,Vandalismo al Tren,Cierre de Angulares
1132,2016-10-17,22,Querétaro,22016,San Juan del Río,Vandalismo al Tren,Cierre de Angulares
1133,2016-10-17,14,Jalisco,14083,Tala,Vandalismo al Tren,Cierre de Angulares
1134,2016-10-17,22,Querétaro,22011,El Marqués,Vandalismo al Tren,Cierre de Angulares
1135,2016-10-17,29,Tlaxcala,29005,Apizaco,Vandalismo al Tren,Cierre de Angulares
1136,2016-10-17,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Vandalismo al Tren,Cierre de Angulares
1137,2016-10-17,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1138,2016-10-17,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Cierre de Angulares
1139,2016-10-17,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Tren Dividido
1140,2016-10-17,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1141,2016-10-17,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1142,2016-10-17,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1143,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1144,2016-10-17,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1145,2016-10-17,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1146,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1147,2016-10-17,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1148,2016-10-17,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1149,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1150,2016-10-17,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1151,2016-10-17,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1152,2016-10-17,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1153,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1154,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1155,2016-10-17,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1156,2016-10-18,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Cierre de Angulares
1157,2016-10-18,05,Coahuila de Zaragoza,05035,Torreón,Vandalismo al Tren,Cierre de Angulares
1158,2016-10-18,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Cierre de Angulares
1159,2016-10-18,32,Zacatecas,32008,Cuauhtémoc,Vandalismo al Tren,Cierre de Angulares
1160,2016-10-18,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
1161,2016-10-18,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1162,2016-10-18,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1163,2016-10-18,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1164,2016-10-18,14,Jalisco,14097,Tlajomulco de Zúñiga,Vandalismo al Tren,Cierre de Angulares
1165,2016-10-18,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo en Vía,Componentes de Señales
1166,2016-10-18,32,Zacatecas,32001,Apozol,Vandalismo en Vía,Manipulación de Señales
1167,2016-10-18,14,Jalisco,14098,Tlaquepaque,Vandalismo al Tren,Cierre de Angulares
1168,2016-10-18,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Vandalismo al Tren,Cierre de Angulares
1169,2016-10-18,26,Sonora,26025,Empalme,Vandalismo al Tren,Cierre de Angulares
1170,2016-10-18,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1171,2016-10-18,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
1172,2016-10-18,21,Puebla,21104,Nopalucan,Vandalismo al Tren,Cierre de Angulares
1173,2016-10-18,10,Durango,10013,Mapimí,Vandalismo al Tren,Cierre de Angulares
1174,2016-10-18,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1175,2016-10-18,26,Sonora,26018,Cajeme,Vandalismo al Tren,Cierre de Angulares
1176,2016-10-18,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1177,2016-10-18,22,Querétaro,22007,Ezequiel Montes,Vandalismo al Tren,Cierre de Angulares
1178,2016-10-18,13,Hidalgo,13076,Tula de Allende,Vandalismo al Tren,Cierre de Angulares
1179,2016-10-18,13,Hidalgo,13010,Atitalaquia,Vandalismo al Tren,Cierre de Angulares
1180,2016-10-18,32,Zacatecas,32056,Zacatecas,Vandalismo al Tren,Cierre de Angulares
1181,2016-10-18,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
1182,2016-10-18,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1183,2016-10-18,14,Jalisco,14051,Juanacatlán,Vandalismo al Tren,Cierre de Angulares
1184,2016-10-18,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1185,2016-10-18,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1186,2016-10-18,05,Coahuila de Zaragoza,05030,Saltillo,Robo a Tren,Material Rodante
1187,2016-10-18,14,Jalisco,14053,Lagos de Moreno,Vandalismo al Tren,Cierre de Angulares
1188,2016-10-18,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1189,2016-10-18,29,Tlaxcala,29035,Tocatlán,Vandalismo en Vía,Obstrucción de Vía
1190,2016-10-18,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
1191,2016-10-18,08,Chihuahua,08011,Camargo,Vandalismo al Tren,Cierre de Angulares
1192,2016-10-18,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
1193,2016-10-18,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1194,2016-10-18,11,Guanajuato,11001,Abasolo,Vandalismo al Tren,Cierre de Angulares
1195,2016-10-18,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Cierre de Angulares
1196,2016-10-18,02,Baja California,02002,Mexicali,Vandalismo al Tren,Cierre de Angulares
1197,2016-10-18,11,Guanajuato,11023,Pénjamo,Vandalismo en Vía,Obstrucción de Vía
1198,2016-10-18,08,Chihuahua,08062,Saucillo,Vandalismo al Tren,Cierre de Angulares
1199,2016-10-18,13,Hidalgo,13030,Ixmiquilpan,Vandalismo al Tren,Cierre de Angulares
1200,2016-10-18,04,Campeche,04004,Champotón,Robo a Vía,Componentes de Vía
1201,2016-10-18,11,Guanajuato,11029,San Diego de la Unión,Vandalismo al Tren,Material Rodante
1202,2016-10-18,11,Guanajuato,11029,San Diego de la Unión,Vandalismo al Tren,Material Rodante
1203,2016-10-18,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Cierre de Angulares
1204,2016-10-18,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Cierre de Angulares
1205,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Cierre de Angulares
1206,2016-10-18,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1207,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1208,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1209,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1210,2016-10-18,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Material Rodante
1211,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1212,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1213,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1214,2016-10-18,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1215,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1216,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1217,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1218,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1219,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1220,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1221,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1222,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1223,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1224,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1225,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1226,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1227,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1228,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1229,2016-10-18,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1230,2016-10-18,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1231,2016-10-18,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1232,2016-10-19,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Cierre de Angulares
1233,2016-10-19,13,Hidalgo,13030,Ixmiquilpan,Vandalismo al Tren,Cierre de Angulares
1234,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1235,2016-10-19,11,Guanajuato,11027,Salamanca,Vandalismo al Tren,Cierre de Angulares
1236,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1237,2016-10-19,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1238,2016-10-19,05,Coahuila de Zaragoza,05027,Ramos Arizpe,Vandalismo al Tren,Cierre de Angulares
1239,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1240,2016-10-19,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1241,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1242,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1243,2016-10-19,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1244,2016-10-19,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1245,2016-10-19,22,Querétaro,22007,Ezequiel Montes,Vandalismo al Tren,Cierre de Angulares
1246,2016-10-19,32,Zacatecas,32001,Apozol,Vandalismo al Tren,Cierre de Angulares
1247,2016-10-19,22,Querétaro,22005,Colón,Vandalismo al Tren,Cierre de Angulares
1248,2016-10-19,25,Sinaloa,25008,Elota,Vandalismo al Tren,Cierre de Angulares
1249,2016-10-19,01,Aguascalientes,01004,Cosío,Vandalismo al Tren,Cierre de Angulares
1250,2016-10-19,13,Hidalgo,13030,Ixmiquilpan,Vandalismo al Tren,Cierre de Angulares
1251,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1252,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1253,2016-10-19,13,Hidalgo,13059,Tecozautla,Vandalismo al Tren,Cierre de Angulares
1254,2016-10-19,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1255,2016-10-19,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Cierre de Angulares
1256,2016-10-19,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1257,2016-10-19,30,Veracruz de Ignacio de la Llave,30117,Omealca,Vandalismo al Tren,Cierre de Angulares
1258,2016-10-19,29,Tlaxcala,29005,Apizaco,Vandalismo al Tren,Cierre de Angulares
1259,2016-10-19,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1260,2016-10-19,05,Coahuila de Zaragoza,05010,Frontera,Vandalismo al Tren,Cierre de Angulares
1261,2016-10-19,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1262,2016-10-19,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
1263,2016-10-19,30,Veracruz de Ignacio de la Llave,30044,Córdoba,Vandalismo al Tren,Cierre de Angulares
1264,2016-10-19,13,Hidalgo,13029,Huichapan,Vandalismo al Tren,Cierre de Angulares
1265,2016-10-19,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1266,2016-10-19,30,Veracruz de Ignacio de la Llave,30118,Orizaba,Vandalismo al Tren,Cierre de Angulares
1267,2016-10-19,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
1268,2016-10-19,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1269,2016-10-19,15,México,15092,Teotihuacán,Vandalismo al Tren,Cierre de Angulares
1270,2016-10-19,20,Oaxaca,20002,Acatlán de Pérez Figueroa,Vandalismo al Tren,Cierre de Angulares
1271,2016-10-19,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Cierre de Angulares
1272,2016-10-19,14,Jalisco,14051,Juanacatlán,Vandalismo al Tren,Cierre de Angulares
1273,2016-10-19,14,Jalisco,14051,Juanacatlán,Vandalismo al Tren,Cierre de Angulares
1274,2016-10-19,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1275,2016-10-19,30,Veracruz de Ignacio de la Llave,30172,Texistepec,Vandalismo al Tren,Cierre de Angulares
1276,2016-10-19,27,Tabasco,27008,Huimanguillo,Vandalismo al Tren,Cierre de Angulares
1277,2016-10-19,19,Nuevo León,19045,Salinas Victoria,Vandalismo al Tren,Cierre de Angulares
1278,2016-10-19,28,Tamaulipas,28012,González,Vandalismo al Tren,Apertura de Unidades
1279,2016-10-19,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Apertura de Unidades
1280,2016-10-19,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1281,2016-10-19,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Cierre de Angulares
1282,2016-10-19,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1283,2016-10-19,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1284,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1285,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1286,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1287,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1288,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1289,2016-10-19,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1290,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1291,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1292,2016-10-19,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1293,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1294,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1295,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1296,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1297,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1298,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1299,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1300,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1301,2016-10-19,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1302,2016-10-19,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1303,2016-10-19,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1304,2016-10-19,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
1305,2016-10-19,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
1306,2016-10-19,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1307,2016-10-19,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1308,2016-10-20,14,Jalisco,14098,Tlaquepaque,Vandalismo al Tren,Cierre de Angulares
1309,2016-10-20,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1310,2016-10-20,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1311,2016-10-20,11,Guanajuato,11020,León,Vandalismo al Tren,Cierre de Angulares
1312,2016-10-20,32,Zacatecas,32056,Zacatecas,Vandalismo al Tren,Cierre de Angulares
1313,2016-10-20,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1314,2016-10-20,16,Michoacán de Ocampo,16102,Uruapan,Robo a Vía,Componentes de Vía
1315,2016-10-20,32,Zacatecas,32008,Cuauhtémoc,Vandalismo al Tren,Cierre de Angulares
1316,2016-10-20,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1317,2016-10-20,22,Querétaro,22011,El Marqués,Vandalismo al Tren,Cierre de Angulares
1318,2016-10-20,32,Zacatecas,32008,Cuauhtémoc,Vandalismo al Tren,Cierre de Angulares
1319,2016-10-20,14,Jalisco,14039,Guadalajara,Vandalismo al Tren,Cierre de Angulares
1320,2016-10-20,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
1321,2016-10-20,26,Sonora,26042,Navojoa,Vandalismo al Tren,Cierre de Angulares
1322,2016-10-20,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
1323,2016-10-20,26,Sonora,26042,Navojoa,Vandalismo al Tren,Cierre de Angulares
1324,2016-10-20,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1325,2016-10-20,11,Guanajuato,11015,Guanajuato,Robo a Vía,Componentes de Vía
1326,2016-10-20,26,Sonora,26025,Empalme,Vandalismo al Tren,Cierre de Angulares
1327,2016-10-20,13,Hidalgo,13076,Tula de Allende,Vandalismo al Tren,Cierre de Angulares
1328,2016-10-20,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Cierre de Angulares
1329,2016-10-20,01,Aguascalientes,01004,Cosío,Vandalismo al Tren,Cierre de Angulares
1330,2016-10-20,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Vandalismo al Tren,Cierre de Angulares
1331,2016-10-20,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
1332,2016-10-20,13,Hidalgo,13029,Huichapan,Vandalismo al Tren,Cierre de Angulares
1333,2016-10-20,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Vandalismo al Tren,Cierre de Angulares
1334,2016-10-20,13,Hidalgo,13029,Huichapan,Vandalismo al Tren,Cierre de Angulares
1335,2016-10-20,29,Tlaxcala,29013,Huamantla,Vandalismo al Tren,Cierre de Angulares
1336,2016-10-20,30,Veracruz de Ignacio de la Llave,30148,Soledad de Doblado,Vandalismo al Tren,Cierre de Angulares
1337,2016-10-20,26,Sonora,26045,Opodepe,Vandalismo al Tren,Cierre de Angulares
1338,2016-10-20,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1339,2016-10-20,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1340,2016-10-20,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Cierre de Angulares
1341,2016-10-20,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
1342,2016-10-20,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1343,2016-10-20,30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,Vandalismo al Tren,Cierre de Angulares
1344,2016-10-20,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
1345,2016-10-20,30,Veracruz de Ignacio de la Llave,30193,Veracruz,Vandalismo al Tren,Cierre de Angulares
1346,2016-10-20,30,Veracruz de Ignacio de la Llave,30021,Atoyac,Vandalismo al Tren,Cierre de Angulares
1347,2016-10-20,11,Guanajuato,11015,Guanajuato,Vandalismo al Tren,Cierre de Angulares
1348,2016-10-20,04,Campeche,04002,Campeche,Robo a Tren,Producto/Carga
1349,2016-10-20,13,Hidalgo,13063,Tepeji del Río de Ocampo,Vandalismo al Tren,Apertura de Unidades
1350,2016-10-20,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1351,2016-10-20,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1352,2016-10-20,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
1353,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1354,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1355,2016-10-20,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1356,2016-10-20,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
1357,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1358,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1359,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1360,2016-10-20,15,México,15057,Naucalpan de Juárez,Vandalismo al Tren,Material Rodante
1361,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1362,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1363,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1364,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1365,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1366,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1367,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1368,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
1369,2016-10-20,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
