num,fecha,clave_edo,estado,clave_mun,municipio,categoria,tipo 
16823,2018-01-08,15,México,15104,Tlalnepantla de Baz,Robo a Vía,Componentes de Vía
16824,2018-01-08,02,Baja California,02002,Mexicali,Vandalismo al Tren,Cierre de Angulares
16825,2018-01-08,11,Guanajuato,11017,Irapuato,Robo a Vía,Componentes de Vía
16826,2018-01-08,19,Nuevo León,19018,García,Robo a Vía,Componentes de Vía
16827,2018-01-08,30,Veracruz de Ignacio de la Llave,30065,Emiliano Zapata,Robo a Vía,Componentes de Señales
16828,2018-01-08,15,México,15035,Huehuetoca,Vandalismo al Tren,Cierre de Angulares
16829,2018-01-08,11,Guanajuato,11037,Silao,Robo a Vía,Componentes de Vía
16830,2018-01-08,05,Coahuila de Zaragoza,05027,Ramos Arizpe,Robo a Vía,Componentes de Vía
16831,2018-01-08,26,Sonora,26026,Etchojoa,Robo a Vía,Componentes de Vía
16832,2018-01-08,14,Jalisco,14035,Encarnación de Díaz,Robo a Vía,Componentes de Vía
16833,2018-01-08,25,Sinaloa,25012,Mazatlán,Vandalismo al Tren,Cierre de Angulares
16834,2018-01-08,32,Zacatecas,32036,Ojocaliente,Robo a Tren,Producto/Carga
16835,2018-01-08,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Cierre de Angulares
16836,2018-01-08,11,Guanajuato,11002,Acámbaro,Robo a Vía,Componentes de Vía
16837,2018-01-08,05,Coahuila de Zaragoza,05033,San Pedro,Vandalismo al Tren,Cierre de Angulares
16838,2018-01-08,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
16839,2018-01-08,25,Sinaloa,25007,Choix,Robo a Tren,Producto/Carga
16840,2018-01-08,18,Nayarit,18017,Tepic,Vandalismo al Tren,Cierre de Angulares
16841,2018-01-08,21,Puebla,21164,Tepeaca,Robo a Tren,Producto/Carga
16842,2018-01-08,11,Guanajuato,11005,Apaseo el Grande,Robo a Tren,Producto/Carga
16843,2018-01-08,05,Coahuila de Zaragoza,05022,Nava,Robo a Tren,Producto/Carga
16844,2018-01-08,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Cierre de Angulares
16845,2018-01-08,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Vandalismo al Tren,Tren Dividido
16846,2018-01-08,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Obstrucción de Vía
16847,2018-01-08,30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Robo a Tren,Producto/Carga
16848,2018-01-08,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Obstrucción de Vía
16849,2018-01-08,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16850,2018-01-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16851,2018-01-08,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16852,2018-01-08,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16853,2018-01-08,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16854,2018-01-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16855,2018-01-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16856,2018-01-08,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16857,2018-01-09,14,Jalisco,14073,San Juan de los Lagos,Robo a Tren,Producto/Carga
16858,2018-01-09,15,México,15104,Tlalnepantla de Baz,Robo a Tren,Material Rodante
16859,2018-01-09,21,Puebla,21142,San Salvador el Seco,Vandalismo al Tren,Material Rodante
16860,2018-01-09,26,Sonora,26025,Empalme,Robo a Tren,Producto/Carga
16861,2018-01-09,25,Sinaloa,25012,Mazatlán,Vandalismo al Tren,Cierre de Angulares
16862,2018-01-09,15,México,15035,Huehuetoca,Robo a Tren,Producto/Carga
16863,2018-01-09,11,Guanajuato,11031,San Francisco del Rincón,Robo a Vía,Componentes de Vía
16864,2018-01-09,21,Puebla,21151,Santo Tomás Hueyotlipan,Robo a Tren,Producto/Carga
16865,2018-01-09,26,Sonora,26033,Huatabampo,Vandalismo al Tren,Cierre de Angulares
16866,2018-01-09,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
16867,2018-01-09,11,Guanajuato,11037,Silao,Vandalismo en Vía,Aparatos de Vía
16868,2018-01-09,25,Sinaloa,25012,Mazatlán,Vandalismo al Tren,Cierre de Angulares
16869,2018-01-09,21,Puebla,21045,Chalchicomula de Sesma,Robo a Tren,Producto/Carga
16870,2018-01-09,06,Colima,06004,Coquimatlán,Vandalismo en Vía,Componentes de Señales
16871,2018-01-09,30,Veracruz de Ignacio de la Llave,30014,Amatlán de Los Reyes,Robo a Tren,Producto/Carga
16872,2018-01-09,21,Puebla,21153,Tecali de Herrera,Robo a Tren,Producto/Carga
16873,2018-01-09,21,Puebla,21038,Cuapiaxtla de Madero,Vandalismo en Vía,Obstrucción de Vía
16874,2018-01-09,21,Puebla,21154,Tecamachalco,Robo a Tren,Producto/Carga
16875,2018-01-09,21,Puebla,21154,Tecamachalco,Vandalismo en Vía,Obstrucción de Vía
16876,2018-01-09,19,Nuevo León,19005,Anáhuac,Vandalismo al Tren,Tren Dividido
16877,2018-01-09,11,Guanajuato,11005,Apaseo el Grande,Robo a Tren,Producto/Carga
16878,2018-01-09,13,Hidalgo,13013,Atotonilco de Tula,Robo a Tren,Producto/Carga
16879,2018-01-09,21,Puebla,21118,Los Reyes de Juárez,Vandalismo en Vía,Obstrucción de Vía
16880,2018-01-09,30,Veracruz de Ignacio de la Llave,30068,Fortín,Robo a Tren,Producto/Carga
16881,2018-01-09,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
16882,2018-01-09,11,Guanajuato,11007,Celaya,Vandalismo al Tren,Cierre de Angulares
16883,2018-01-09,25,Sinaloa,25017,Sinaloa,Vandalismo al Tren,Cierre de Angulares
16884,2018-01-09,21,Puebla,21104,Nopalucan,Vandalismo al Tren,Cierre de Angulares
16885,2018-01-09,22,Querétaro,22012,Pedro Escobedo,Vandalismo al Tren,Cierre de Angulares
16886,2018-01-09,25,Sinaloa,25012,Mazatlán,Vandalismo al Tren,Cierre de Angulares
16887,2018-01-09,14,Jalisco,14047,Jamay,Robo a Vía,Componentes de Vía
16888,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16889,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16890,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16891,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16892,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16893,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16894,2018-01-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
16895,2018-01-09,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
16896,2018-01-09,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16897,2018-01-09,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16898,2018-01-09,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16899,2018-01-09,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16900,2018-01-09,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
16901,2018-01-09,30,Veracruz de Ignacio de la Llave,30111,Moloacán,Robo a Vía,Componentes de Vía
16902,2018-01-10,05,Coahuila de Zaragoza,05010,Frontera,Robo a Tren,Producto/Carga
16903,2018-01-10,15,México,15016,Axapusco,Robo a Tren,Producto/Carga
16904,2018-01-10,21,Puebla,21099,Cañada Morelos,Robo a Tren,Producto/Carga
16905,2018-01-10,26,Sonora,26048,Puerto Peñasco,Robo a Tren,Producto/Carga
16906,2018-01-10,24,San Luis Potosí,24028,San Luis Potosí,Robo a Vía,Componentes de Vía
16907,2018-01-10,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
16908,2018-01-10,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
16909,2018-01-10,26,Sonora,26030,Hermosillo,Robo a Tren,Producto/Carga
16910,2018-01-10,15,México,15002,Acolman,Robo a Vía,Componentes de Vía
16911,2018-01-10,15,México,15002,Acolman,Robo a Vía,Componentes de Vía
16912,2018-01-10,21,Puebla,21099,Cañada Morelos,Vandalismo al Tren,Cierre de Angulares
16913,2018-01-10,26,Sonora,26018,Cajeme,Robo a Tren,Producto/Carga
16914,2018-01-10,16,Michoacán de Ocampo,16022,Charo,Robo a Vía,Componentes de Señales
16915,2018-01-10,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Componentes de Vía
16916,2018-01-10,30,Veracruz de Ignacio de la Llave,30059,Chinameca,Vandalismo al Tren,Cierre de Angulares
16917,2018-01-10,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
16918,2018-01-10,21,Puebla,21164,Tepeaca,Vandalismo en Vía,Obstrucción de Vía
16919,2018-01-10,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Apertura de Unidades
16920,2018-01-10,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Obstrucción de Vía
16921,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Apertura de Unidades
16922,2018-01-10,29,Tlaxcala,29035,Tocatlán,Robo a Tren,Producto/Carga
16923,2018-01-10,11,Guanajuato,11007,Celaya,Vandalismo al Tren,Cierre de Angulares
16924,2018-01-10,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Apertura de Unidades
16925,2018-01-10,22,Querétaro,22011,El Marqués,Robo a Tren,Producto/Carga
16926,2018-01-10,30,Veracruz de Ignacio de la Llave,30014,Amatlán de Los Reyes,Vandalismo en Vía,Obstrucción de Vía
16927,2018-01-10,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16928,2018-01-10,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16929,2018-01-10,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16930,2018-01-10,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16931,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16932,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16933,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16934,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16935,2018-01-10,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
16936,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16937,2018-01-10,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
16938,2018-01-10,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
16939,2018-01-10,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
16940,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16941,2018-01-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16942,2018-01-10,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
16943,2018-01-10,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
16944,2018-01-10,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
16945,2018-01-11,32,Zacatecas,32032,Morelos,Robo a Tren,Producto/Carga
16946,2018-01-11,19,Nuevo León,19021,General Escobedo,Vandalismo al Tren,Cierre de Angulares
16947,2018-01-11,24,San Luis Potosí,24044,Vanegas,Vandalismo al Tren,Apertura de Unidades
16948,2018-01-11,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
16949,2018-01-11,30,Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda,Vandalismo al Tren,Cierre de Angulares
16950,2018-01-11,05,Coahuila de Zaragoza,05024,Parras,Vandalismo al Tren,Cierre de Angulares
16951,2018-01-11,26,Sonora,26018,Cajeme,Robo a Tren,Producto/Carga
16952,2018-01-11,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
16953,2018-01-11,26,Sonora,26045,Opodepe,Vandalismo al Tren,Cierre de Angulares
16954,2018-01-11,14,Jalisco,14098,Tlaquepaque,Robo a Tren,Producto/Carga
16955,2018-01-11,14,Jalisco,14097,Tlajomulco de Zúñiga,Robo a Tren,Producto/Carga
16956,2018-01-11,22,Querétaro,22016,San Juan del Río,Robo a Tren,Material Rodante
16957,2018-01-11,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Cierre de Angulares
16958,2018-01-11,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Cierre de Angulares
16959,2018-01-11,26,Sonora,26018,Cajeme,Robo a Tren,Producto/Carga
16960,2018-01-11,21,Puebla,21045,Chalchicomula de Sesma,Robo a Tren,Producto/Carga
16961,2018-01-11,19,Nuevo León,19039,Monterrey,Robo a Tren,Producto/Carga
16962,2018-01-11,32,Zacatecas,32017,Guadalupe,Vandalismo al Tren,Cierre de Angulares
16963,2018-01-11,29,Tlaxcala,29005,Apizaco,Vandalismo en Vía,Obstrucción de Vía
16964,2018-01-11,32,Zacatecas,32056,Zacatecas,Vandalismo al Tren,Cierre de Angulares
16965,2018-01-11,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
16966,2018-01-11,30,Veracruz de Ignacio de la Llave,30014,Amatlán de Los Reyes,Robo a Tren,Producto/Carga
16967,2018-01-11,18,Nayarit,18010,Rosamorada,Robo a Tren,Producto/Carga
16968,2018-01-11,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Obstrucción de Vía
16969,2018-01-11,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Cierre de Angulares
16970,2018-01-11,05,Coahuila de Zaragoza,05035,Torreón,Vandalismo al Tren,Cierre de Angulares
16971,2018-01-11,25,Sinaloa,25010,El Fuerte,Robo a Tren,Producto/Carga
16972,2018-01-11,15,México,15005,Almoloya de Juárez,Vandalismo al Tren,Cierre de Angulares
16973,2018-01-11,21,Puebla,21099,Cañada Morelos,Vandalismo en Vía,Obstrucción de Vía
16974,2018-01-11,19,Nuevo León,19046,San Nicolás de los Garza,Vandalismo al Tren,Apertura de Unidades
16975,2018-01-11,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
16976,2018-01-11,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
16977,2018-01-11,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
16978,2018-01-11,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
16979,2018-01-11,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16980,2018-01-11,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
16981,2018-01-11,16,Michoacán de Ocampo,16052,Lázaro Cárdenas,Vandalismo al Tren,Material Rodante
16982,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16983,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16984,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16985,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16986,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16987,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16988,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16989,2018-01-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
16990,2018-01-12,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
16991,2018-01-12,13,Hidalgo,13029,Huichapan,Vandalismo al Tren,Material Rodante
16992,2018-01-12,14,Jalisco,14108,Tuxpan,Robo a Tren,Producto/Carga
16993,2018-01-12,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
16994,2018-01-12,22,Querétaro,22016,San Juan del Río,Vandalismo al Tren,Apertura de Unidades
16995,2018-01-12,30,Veracruz de Ignacio de la Llave,30105,Medellín,Robo a Tren,Producto/Carga
16996,2018-01-12,14,Jalisco,14053,Lagos de Moreno,Robo a Tren,Producto/Carga
16997,2018-01-12,08,Chihuahua,08030,Guazapares,Vandalismo al Tren,Cierre de Angulares
16998,2018-01-12,05,Coahuila de Zaragoza,05030,Saltillo,Robo a Vía,Componentes de Señales
16999,2018-01-12,30,Veracruz de Ignacio de la Llave,30068,Fortín,Vandalismo al Tren,Cierre de Angulares
17000,2018-01-12,14,Jalisco,14039,Guadalajara,Robo a Tren,Producto/Carga
17001,2018-01-12,26,Sonora,26018,Cajeme,Robo a Tren,Producto/Carga
17002,2018-01-12,21,Puebla,21099,Cañada Morelos,Robo a Tren,Producto/Carga
17003,2018-01-12,15,México,15104,Tlalnepantla de Baz,Robo a Tren,Material Rodante
17004,2018-01-12,25,Sinaloa,25007,Choix,Robo a Tren,Producto/Carga
17005,2018-01-12,13,Hidalgo,13076,Tula de Allende,Vandalismo en Vía,Componentes de Señales
17006,2018-01-12,21,Puebla,21099,Cañada Morelos,Vandalismo en Vía,Obstrucción de Vía
17007,2018-01-12,25,Sinaloa,25009,Escuinapa,Vandalismo al Tren,Cierre de Angulares
17008,2018-01-12,11,Guanajuato,11020,León,Vandalismo al Tren,Cierre de Angulares
17009,2018-01-12,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
17010,2018-01-12,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Material Rodante
17011,2018-01-12,21,Puebla,21099,Cañada Morelos,Vandalismo al Tren,Cierre de Angulares
17012,2018-01-12,21,Puebla,21001,Acajete,Vandalismo en Vía,Obstrucción de Vía
17013,2018-01-12,14,Jalisco,14051,Juanacatlán,Robo a Tren,Producto/Carga
17014,2018-01-12,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Robo a Tren,Producto/Carga
17015,2018-01-12,26,Sonora,26018,Cajeme,Vandalismo al Tren,Cierre de Angulares
17016,2018-01-12,11,Guanajuato,11005,Apaseo el Grande,Robo a Tren,Producto/Carga
17017,2018-01-12,22,Querétaro,22016,San Juan del Río,Vandalismo al Tren,Material Rodante
17018,2018-01-12,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Material Rodante
17019,2018-01-12,26,Sonora,26025,Empalme,Vandalismo al Tren,Cierre de Angulares
17020,2018-01-12,30,Veracruz de Ignacio de la Llave,30068,Fortín,Vandalismo al Tren,Cierre de Angulares
17021,2018-01-12,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17022,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17023,2018-01-12,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
17024,2018-01-12,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17025,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17026,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17027,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17028,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17029,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17030,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17031,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17032,2018-01-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17033,2018-01-12,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
17034,2018-01-12,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
17035,2018-01-12,16,Michoacán de Ocampo,16053,Morelia,Vandalismo al Tren,Material Rodante
17036,2018-01-12,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
17037,2018-01-13,24,San Luis Potosí,24028,San Luis Potosí,Robo a Tren,Producto/Carga
17038,2018-01-13,22,Querétaro,22016,San Juan del Río,Vandalismo al Tren,Apertura de Unidades
17039,2018-01-13,30,Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda,Robo a Tren,Producto/Carga
17040,2018-01-13,26,Sonora,26029,Guaymas,Vandalismo al Tren,Cierre de Angulares
17041,2018-01-13,26,Sonora,26064,Trincheras,Vandalismo al Tren,Cierre de Angulares
17042,2018-01-13,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
17043,2018-01-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Apertura de Unidades
17044,2018-01-13,22,Querétaro,22016,San Juan del Río,Vandalismo en Vía,Obstrucción de Vía
17045,2018-01-13,25,Sinaloa,25013,Mocorito,Vandalismo al Tren,Cierre de Angulares
17046,2018-01-13,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
17047,2018-01-13,11,Guanajuato,11037,Silao,Vandalismo al Tren,Cierre de Angulares
17048,2018-01-13,21,Puebla,21114,Puebla,Vandalismo al Tren,Material Rodante
17049,2018-01-13,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Cierre de Angulares
17050,2018-01-13,11,Guanajuato,11005,Apaseo el Grande,Vandalismo en Vía,Aparatos de Vía
17051,2018-01-13,21,Puebla,21096,Mazapiltepec de Juárez,Vandalismo al Tren,Cierre de Angulares
17052,2018-01-13,06,Colima,06007,Manzanillo,Robo a Tren,Producto/Carga
17053,2018-01-13,11,Guanajuato,11007,Celaya,Robo a Tren,Producto/Carga
17054,2018-01-13,21,Puebla,21104,Nopalucan,Vandalismo al Tren,Cierre de Angulares
17055,2018-01-13,30,Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,Robo a Tren,Producto/Carga
17056,2018-01-13,30,Veracruz de Ignacio de la Llave,30068,Fortín,Vandalismo al Tren,Cierre de Angulares
17057,2018-01-13,21,Puebla,21001,Acajete,Robo a Tren,Producto/Carga
17058,2018-01-13,05,Coahuila de Zaragoza,05010,Frontera,Robo a Tren,Producto/Carga
17059,2018-01-13,11,Guanajuato,11007,Celaya,Vandalismo en Vía,Aparatos de Vía
17060,2018-01-13,22,Querétaro,22016,San Juan del Río,Robo a Tren,Producto/Carga
17061,2018-01-13,29,Tlaxcala,29013,Huamantla,Vandalismo al Tren,Cierre de Angulares
17062,2018-01-13,05,Coahuila de Zaragoza,05025,Piedras Negras,Robo a Tren,Producto/Carga
17063,2018-01-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
17064,2018-01-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
17065,2018-01-13,16,Michoacán de Ocampo,16052,Lázaro Cárdenas,Vandalismo al Tren,Material Rodante
17066,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17067,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17068,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17069,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17070,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17071,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17072,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17073,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17074,2018-01-13,30,Veracruz de Ignacio de la Llave,30087,Xalapa,Vandalismo al Tren,Material Rodante
17075,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17076,2018-01-13,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17077,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17078,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17079,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17080,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17081,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17082,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17083,2018-01-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17084,2018-01-13,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17085,2018-01-13,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
17086,2018-01-14,19,Nuevo León,19021,General Escobedo,Vandalismo al Tren,Cierre de Angulares
17087,2018-01-14,13,Hidalgo,13008,Apan,Robo a Tren,Producto/Carga
17088,2018-01-14,14,Jalisco,14098,Tlaquepaque,Robo a Tren,Producto/Carga
17089,2018-01-14,26,Sonora,26045,Opodepe,Vandalismo al Tren,Cierre de Angulares
17090,2018-01-14,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
17091,2018-01-14,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
17092,2018-01-14,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
17093,2018-01-14,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
17094,2018-01-14,14,Jalisco,14098,Tlaquepaque,Vandalismo al Tren,Cierre de Angulares
17095,2018-01-14,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
17096,2018-01-14,21,Puebla,21015,Amozoc,Robo a Tren,Producto/Carga
17097,2018-01-14,13,Hidalgo,13061,Tepeapulco,Robo a Tren,Producto/Carga
17098,2018-01-14,11,Guanajuato,11023,Pénjamo,Vandalismo al Tren,Cierre de Angulares
17099,2018-01-14,11,Guanajuato,11005,Apaseo el Grande,Robo a Tren,Producto/Carga
17100,2018-01-14,14,Jalisco,14051,Juanacatlán,Robo a Tren,Producto/Carga
17101,2018-01-14,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
17102,2018-01-14,22,Querétaro,22016,San Juan del Río,Robo a Tren,Producto/Carga
17103,2018-01-14,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17104,2018-01-14,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
17105,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17106,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17107,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17108,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17109,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17110,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
17111,2018-01-14,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
